"﻿Breed","Citysize","Gender","Neutralization","Age","Weight","Color","Adoption","Disease","Behavior","B_D"
"Mix","Medium City","Male","No",1,1.2,"Brown","Yes","No","Positive","PosNo"
"Mix","Medium City","Male","No",1,1.5,"Black","Yes","No","Positive","PosNo"
"Mix","Medium City","Male","No",1,0.8,"White","Yes","Yes","Negative","NegYes"
"Mix","Medium City","Female","No",3,4.3,"White&Black","No","No","Negative","NegNo"
"Toy","Big City","Male","No",5,2.4,"Brown","Yes","Yes","Neutral","NeuYes"
"Non-Sporting","Medium City","Male","Yes",4,4,"Brown","Yes","No","Neutral","NeuNo"
"Mix","Small City","Female","No",1,2,"White","No","No","Positive","PosNo"
"Mix","Small City","Female","No",1,2,"Brown","Yes","No","Positive","PosNo"
"Mix","Medium City","Male","No",2,4,"White","No","No","Negative","NegNo"
"Non-Sporting","Big City","Female","No",5,6.2,"White&Black","Yes","Yes","Neutral","NeuYes"
"Mix","Medium City","Male","No",1,3,"Black","Yes","No","Positive","PosNo"
"Mix","Small City","Male","No",1,2,"White&Brown","No","No","Positive","PosNo"
"Mix","Medium City","Female","No",1,1,"White","No","No","Positive","PosNo"
"Mix","Small City","Male","No",5,11,"Brown","No","No","Positive","PosNo"
"Mix","Medium City","Female","No",3,7.3,"Black","No","No","Negative","NegNo"
"Mix","Medium City","Male","No",1,1.8,"White","Yes","No","Positive","PosNo"
"Hound","Medium City","Female","No",4,6.5,"Black&Brown","Yes","No","Positive","PosNo"
"Mix","Medium City","Male","No",1,2.8,"White","No","No","Neutral","NeuNo"
"Mix","Small City","Female","No",1,2,"Brown","No","No","Positive","PosNo"
"Mix","Small City","Female","No",2,5,"White","No","Yes","Negative","NegYes"
"Terrier","Medium City","Female","No",16,2,"Black","No","Yes","Negative","NegYes"
"Non-Sporting","Big City","Male","No",6,3.4,"Black","Yes","Yes","Neutral","NeuYes"
"Mix","Medium City","Male","No",1,1.1,"Black","Yes","No","Positive","PosNo"
"Mix","Big City","Female","No",4,10,"White","No","No","Positive","PosNo"
"Mix","Big City","Male","No",2,15,"White","No","No","Neutral","NeuNo"
"Non-Sporting","Big City","Male","No",2,6.2,"Brown","Yes","Yes","Negative","NegYes"
"Mix","Medium City","Male","No",1,2.7,"White","No","Yes","Negative","NegYes"
"Mix","Small City","Male","No",1,5,"White","No","No","Positive","PosNo"
"Non-Sporting","Medium City","Female","No",7,4,"Brown","No","Yes","Negative","NegYes"
"Non-Sporting","Medium City","Female","No",2,14,"White&Brown","Yes","No","Positive","PosNo"
"Mix","Small City","Male","No",1,2,"Etc","No","Yes","Negative","NegYes"
"Non-Sporting","Medium City","Female","No",4,5,"Brown","Yes","No","Positive","PosNo"
"Mix","Medium City","Male","No",5,11,"White&Black","No","No","Negative","NegNo"
"Mix","Medium City","Female","No",1,10,"Brown","Yes","No","Positive","PosNo"
"Non-Sporting","Metropolis","Female","No",3,4.2,"Black","Yes","No","Positive","PosNo"
"Mix","Medium City","Female","No",4,7,"Brown","Yes","No","Negative","NegNo"
"Mix","Medium City","Male","No",5,6.3,"White&Brown","No","Yes","Neutral","NeuYes"
"Toy","Small City","Male","No",9,3,"Brown","Yes","Yes","Negative","NegYes"
"Mix","Medium City","Male","No",1,5.6,"Black&Brown","Yes","No","Positive","PosNo"
"Toy","Big City","Male","No",2,2.4,"White&Brown","Yes","No","Negative","NegNo"
"Non-Sporting","Big City","Female","No",1,15,"Brown","No","Yes","Negative","NegYes"
"Mix","Medium City","Male","No",2,10,"White","No","Yes","Negative","NegYes"
"Mix","Medium City","Female","No",1,2.1,"White&Brown","No","No","Negative","NegNo"
"Mix","Small City","Male","No",1,2,"White","No","No","Positive","PosNo"
"Toy","Small City","Female","No",6,1,"White","Yes","No","Positive","PosNo"
"Mix","Medium City","Female","No",5,6.8,"Brown","No","No","Positive","PosNo"
"Toy","Small City","Male","No",6,3,"White","Yes","No","Positive","PosNo"
"Mix","Big City","Male","No",1,3,"White&Brown","Yes","Yes","Negative","NegYes"
"Mix","Small City","Female","No",2,10.8,"White&Black","No","Yes","Negative","NegYes"
"Toy","Medium City","Male","No",6,3,"White&Brown","Yes","Yes","Negative","NegYes"
"Mix","Metropolis","Female","No",1,3.2,"White&Black","Yes","No","Positive","PosNo"
"Mix","Medium City","Male","No",1,2.2,"White","Yes","No","Positive","PosNo"
"Mix","Small City","Female","No",2,5,"White","No","No","Positive","PosNo"
"Mix","Small City","Male","No",3,17,"White","No","No","Positive","PosNo"
"Toy","Small City","Female","No",11,3.5,"White&Brown","No","Yes","Negative","NegYes"
"Mix","Medium City","Male","No",1,1.3,"Brown","No","Yes","Negative","NegYes"
"Mix","Metropolis","Male","No",9,3.8,"Brown","No","No","Positive","PosNo"
"Mix","Medium City","Male","No",1,3.7,"White","Yes","No","Negative","NegNo"
"Mix","Medium City","Male","No",2,3.3,"Black&Brown","No","Yes","Negative","NegYes"
"Mix","Small City","Male","No",6,6,"White&Brown","Yes","Yes","Negative","NegYes"
"Mix","Small City","Female","No",4,5,"Brown","No","No","Negative","NegNo"
"Mix","Big City","Male","No",1,3.4,"Black","Yes","No","Positive","PosNo"
"Mix","Medium City","Female","No",2,7.5,"Brown","Yes","Yes","Negative","NegYes"
"Toy","Medium City","Female","No",15,7.1,"Etc","No","Yes","Negative","NegYes"
"Mix","Medium City","Male","No",3,8.5,"Brown","No","No","Positive","PosNo"
"Mix","Medium City","Male","No",6,30,"Brown","No","Yes","Negative","NegYes"
"Mix","Medium City","Female","No",1,1.9,"White","Yes","No","Positive","PosNo"
"Mix","Small City","Female","No",1,4,"White","Yes","No","Negative","NegNo"
"Mix","Small City","Male","No",1,2,"White","No","No","Positive","PosNo"
"Mix","Metropolis","Female","No",2,1.9,"White&Brown","No","Yes","Negative","NegYes"
"Toy","Medium City","Male","Yes",13,4.7,"White","No","Yes","Neutral","NeuYes"
"Mix","Medium City","Male","No",1,17,"Black&White&Brown","Yes","No","Neutral","NeuNo"
"Mix","Medium City","Female","No",7,10,"White","No","Yes","Negative","NegYes"
"Mix","Medium City","Male","No",4,17,"White","Yes","No","Negative","NegNo"
"Mix","Small City","Male","No",1,2.5,"Brown","No","No","Positive","PosNo"
"Mix","Metropolis","Male","No",2,4.5,"Brown","No","No","Positive","PosNo"
"Miscellaneous","Big City","Female","No",5,12.38,"White","No","No","Positive","PosNo"
"Mix","Small City","Female","No",2,5,"White&Black","Yes","Yes","Negative","NegYes"
"Mix","Medium City","Male","Yes",5,8.7,"White","No","No","Negative","NegNo"
"Miscellaneous","Medium City","Male","No",3,7.7,"White&Brown","Yes","No","Negative","NegNo"
"Toy","Big City","Male","Yes",2,3,"Brown","Yes","No","Positive","PosNo"
"Toy","Small City","Male","No",4,3,"Black&White&Brown","Yes","No","Negative","NegNo"
"Toy","Medium City","Male","Yes",11,3.3,"White&Brown","No","Yes","Negative","NegYes"
"Mix","Big City","Male","No",3,7,"White&Black","No","No","Positive","PosNo"
"Mix","Small City","Female","No",1,3,"Brown","Yes","No","Positive","PosNo"
"Non-Sporting","Big City","Female","No",11,3,"White","Yes","Yes","Negative","NegYes"
"Mix","Medium City","Female","No",1,2.2,"Brown","Yes","No","Positive","PosNo"
"Mix","Big City","Male","No",19,10,"White&Black","No","Yes","Negative","NegYes"
"Non-Sporting","Medium City","Male","Yes",5,3.5,"Black","No","No","Negative","NegNo"
"Toy","Medium City","Male","Yes",4,2,"White","Yes","No","Positive","PosNo"
"Mix","Medium City","Female","No",2,3.6,"Black&White&Brown","Yes","No","Positive","PosNo"
"Mix","Medium City","Female","No",1,5.5,"White&Black","No","No","Positive","PosNo"
"Mix","Medium City","Male","No",1,5.3,"Black","No","No","Positive","PosNo"
"Hound","Medium City","Male","Yes",5,5.7,"Brown","Yes","Yes","Negative","NegYes"
"Mix","Small City","Male","No",3,6,"Brown","Yes","No","Positive","PosNo"
"Mix","Small City","Male","No",5,25,"Etc","Yes","No","Positive","PosNo"
"Miscellaneous","Medium City","Female","No",1,1.5,"White","No","No","Positive","PosNo"
"Mix","Medium City","Male","Yes",5,7.8,"White&Brown","Yes","No","Neutral","NeuNo"
"Toy","Big City","Male","No",5,4,"White","Yes","No","Positive","PosNo"
"Mix","Medium City","Female","No",3,9.5,"White","No","No","Positive","PosNo"
"Mix","Small City","Female","No",6,5,"Etc","No","No","Positive","PosNo"
"Toy","Medium City","Male","Yes",11,2.9,"White","No","Yes","Neutral","NeuYes"
"Mix","Small City","Male","No",1,3,"Black&Brown","No","No","Neutral","NeuNo"
"Terrier","Big City","Female","No",5,4,"Black&Brown","No","No","Negative","NegNo"
"Non-Sporting","Medium City","Male","Yes",8,8,"Brown","No","Yes","Negative","NegYes"
"Mix","Medium City","Female","No",9,4,"Black&Brown","Yes","No","Positive","PosNo"
"Non-Sporting","Medium City","Female","No",4,7,"Brown","No","No","Positive","PosNo"
"Mix","Small City","Female","No",2,7,"White&Black","Yes","No","Positive","PosNo"
"Mix","Small City","Female","No",4,4,"Black","No","No","Positive","PosNo"
"Mix","Medium City","Male","No",2,6.5,"Brown","No","No","Neutral","NeuNo"
"Mix","Big City","Male","No",2,9.6,"Brown","Yes","No","Negative","NegNo"
"Mix","Medium City","Female","No",1,6.9,"White","No","Yes","Negative","NegYes"
"Mix","Medium City","Female","No",1,1.5,"White&Brown","No","Yes","Negative","NegYes"
"Toy","Medium City","Male","No",6,3,"White","Yes","Yes","Negative","NegYes"
"Mix","Medium City","Female","No",2,10,"Black&Brown","No","Yes","Negative","NegYes"
"Mix","Big City","Male","No",3,6,"White&Brown","No","Yes","Negative","NegYes"
"Mix","Medium City","Male","No",1,2,"White","Yes","Yes","Negative","NegYes"
"Herding","Medium City","Female","No",7,13,"Brown","No","Yes","Negative","NegYes"
"Non-Sporting","Big City","Female","No",3,3,"Brown","Yes","No","Positive","PosNo"
"Mix","Small City","Male","No",1,1.5,"White&Black","No","No","Positive","PosNo"
"Sporting","Big City","Female","No",1,15,"White","Yes","No","Positive","PosNo"
"Mix","Small City","Female","No",7,3.5,"White&Black","No","No","Negative","NegNo"
"Mix","Medium City","Male","No",1,1,"White","Yes","No","Positive","PosNo"
"Mix","Medium City","Female","No",3,4,"White&Brown","No","No","Positive","PosNo"
"Mix","Medium City","Male","No",1,2.4,"White","No","Yes","Negative","NegYes"
"Toy","Big City","Male","Yes",7,2.6,"White","Yes","No","Neutral","NeuNo"
"Herding","Medium City","Female","No",1,10,"Brown","Yes","No","Positive","PosNo"
"Mix","Medium City","Male","No",2,15.5,"White","No","No","Negative","NegNo"
"Terrier","Medium City","Male","No",3,3.8,"White&Brown","Yes","No","Negative","NegNo"
"Non-Sporting","Medium City","Female","No",3,2.5,"Brown","No","No","Negative","NegNo"
"Mix","Medium City","Male","No",3,8,"White&Brown","No","Yes","Negative","NegYes"
"Non-Sporting","Medium City","Male","No",6,3.2,"White","No","Yes","Neutral","NeuYes"
"Mix","Metropolis","Female","No",1,2.8,"Brown","No","No","Positive","PosNo"
"Mix","Medium City","Male","No",1,4.1,"Black&Brown","Yes","Yes","Neutral","NeuYes"
"Mix","Big City","Male","No",1,6.8,"White","No","No","Neutral","NeuNo"
"Toy","Big City","Male","No",7,7.8,"White&Brown","No","Yes","Negative","NegYes"
"Toy","Medium City","Male","Yes",3,5.6,"White&Brown","Yes","No","Positive","PosNo"
"Mix","Small City","Female","No",1,3,"White&Black","Yes","No","Positive","PosNo"
"Hound","Big City","Female","No",3,7.82,"Black&Brown","Yes","No","Positive","PosNo"
"Miscellaneous","Small City","Male","No",1,7,"Brown","No","No","Positive","PosNo"
"Mix","Small City","Female","No",2,1,"Etc","No","No","Negative","NegNo"
"Mix","Medium City","Female","No",1,0.8,"White","Yes","No","Positive","PosNo"
"Mix","Medium City","Male","No",1,6.3,"Brown","Yes","No","Negative","NegNo"
"Mix","Medium City","Male","No",1,16.3,"White","No","No","Negative","NegNo"
"Toy","Medium City","Male","Yes",3,4,"White","Yes","No","Positive","PosNo"
"Hound","Medium City","Male","Yes",5,7.8,"Black&Brown","No","Yes","Negative","NegYes"
"Mix","Medium City","Male","No",1,10.7,"Brown","No","No","Negative","NegNo"
"Mix","Medium City","Male","No",1,3,"Brown","Yes","No","Positive","PosNo"
"Toy","Small City","Male","No",7,3,"White","No","Yes","Negative","NegYes"
"Mix","Medium City","Male","No",1,3.1,"White","No","Yes","Negative","NegYes"
"Mix","Medium City","Female","No",1,8,"White","No","No","Negative","NegNo"
"Mix","Medium City","Male","No",1,5.4,"Black&White&Brown","No","No","Positive","PosNo"
"Mix","Small City","Male","No",1,3,"Black","No","No","Positive","PosNo"
"Mix","Medium City","Male","No",1,2,"Brown","No","No","Negative","NegNo"
"Miscellaneous","Small City","Female","No",1,3,"White","No","No","Positive","PosNo"
"Mix","Medium City","Male","No",3,14,"White","No","Yes","Negative","NegYes"
"Mix","Big City","Male","No",2,6,"White","Yes","No","Positive","PosNo"
"Mix","Small City","Female","No",3,20,"White","Yes","No","Positive","PosNo"
"Mix","Small City","Male","No",3,7.4,"White&Brown","No","Yes","Neutral","NeuYes"
"Mix","Metropolis","Male","No",1,1.3,"White","Yes","No","Positive","PosNo"
"Mix","Medium City","Female","No",1,2.8,"Brown","Yes","Yes","Negative","NegYes"
"Mix","Medium City","Male","No",1,3.85,"White","No","No","Positive","PosNo"
"Terrier","Medium City","Male","No",3,3,"Black&Brown","Yes","No","Positive","PosNo"
"Mix","Metropolis","Female","No",1,9.4,"Black&White&Brown","No","No","Positive","PosNo"
"Mix","Medium City","Female","No",1,2.5,"Black&Brown","No","No","Positive","PosNo"
"Mix","Medium City","Female","No",4,7,"White&Brown","No","Yes","Negative","NegYes"
"Mix","Big City","Male","No",3,9.9,"Black&White&Brown","No","No","Positive","PosNo"
"Mix","Medium City","Male","No",2,16,"White","No","Yes","Negative","NegYes"
"Mix","Metropolis","Male","No",4,8.8,"White&Brown","No","No","Positive","PosNo"
"Mix","Big City","Male","No",1,3,"Brown","Yes","No","Positive","PosNo"
"Sporting","Big City","Female","No",5,9.2,"Brown","Yes","No","Positive","PosNo"
"Working","Medium City","Female","No",2,17,"White&Black","Yes","No","Positive","PosNo"
"Sporting","Medium City","Male","No",4,25,"Black","Yes","Yes","Negative","NegYes"
"Toy","Big City","Male","No",4,5,"White","No","No","Negative","NegNo"
"Toy","Medium City","Female","No",2,2.5,"White","Yes","Yes","Negative","NegYes"
"Mix","Medium City","Female","No",7,5.8,"White","No","No","Positive","PosNo"
"Mix","Big City","Male","No",5,23,"White","No","No","Negative","NegNo"
"Mix","Big City","Male","No",2,7,"Black&White&Brown","Yes","Yes","Negative","NegYes"
"Toy","Big City","Female","No",6,2.6,"White","Yes","Yes","Negative","NegYes"
"Mix","Small City","Male","No",1,3,"Brown","No","No","Positive","PosNo"
"Toy","Big City","Male","No",4,4.4,"White","Yes","Yes","Negative","NegYes"
"Miscellaneous","Medium City","Male","No",2,11,"White&Brown","No","No","Negative","NegNo"
"Mix","Small City","Female","No",1,4,"Brown","No","No","Positive","PosNo"
"Mix","Medium City","Female","No",1,5,"White&Black","No","No","Positive","PosNo"
"Mix","Small City","Female","No",4,10,"White&Brown","No","No","Positive","PosNo"
"Working","Medium City","Female","No",6,6.72,"Black","No","No","Positive","PosNo"
"Toy","Medium City","Male","Yes",5,3.5,"Brown","Yes","No","Positive","PosNo"
"Mix","Medium City","Male","No",1,2.5,"Black&Brown","No","No","Negative","NegNo"
"Mix","Small City","Male","No",2,11,"White","No","Yes","Negative","NegYes"
"Mix","Medium City","Female","No",4,5.54,"Black&Brown","No","No","Positive","PosNo"
"Miscellaneous","Big City","Male","No",5,20,"Brown","No","No","Negative","NegNo"
"Non-Sporting","Big City","Female","No",5,3.8,"White","Yes","No","Positive","PosNo"
"Mix","Big City","Female","No",3,12,"Brown","Yes","Yes","Negative","NegYes"
"Mix","Small City","Male","No",4,11.5,"White&Black","No","No","Negative","NegNo"
"Toy","Small City","Male","No",5,4,"White","Yes","No","Negative","NegNo"
"Toy","Big City","Male","No",2,4.9,"White&Black","Yes","No","Positive","PosNo"
"Sporting","Medium City","Female","No",1,12,"Brown","Yes","No","Neutral","NeuNo"
"Mix","Medium City","Male","No",1,6.5,"White","Yes","No","Positive","PosNo"
"Mix","Medium City","Male","No",2,5,"White","No","No","Negative","NegNo"
"Toy","Medium City","Male","No",1,3.4,"Black&Brown","Yes","No","Negative","NegNo"
"Mix","Small City","Male","No",1,0.8,"White","No","No","Positive","PosNo"
"Mix","Medium City","Male","No",1,5.7,"Brown","No","No","Positive","PosNo"
"Non-Sporting","Medium City","Male","No",1,12.4,"Brown","No","No","Neutral","NeuNo"
"Hound","Medium City","Female","No",5,38,"Black&Brown","No","No","Neutral","NeuNo"
"Terrier","Medium City","Female","No",3,2.5,"Black&Brown","Yes","No","Positive","PosNo"
"Herding","Medium City","Male","No",3,10,"Black&Brown","Yes","No","Positive","PosNo"
"Non-Sporting","Big City","Male","Yes",3,9.7,"Brown","Yes","No","Positive","PosNo"
"Mix","Big City","Male","No",2,10,"Brown","No","No","Negative","NegNo"
"Non-Sporting","Medium City","Male","No",5,3,"Brown","Yes","Yes","Negative","NegYes"
"Mix","Small City","Male","No",1,3.89,"White","No","No","Negative","NegNo"
"Mix","Metropolis","Male","No",2,13,"White","No","Yes","Negative","NegYes"
"Mix","Big City","Male","No",1,4.1,"White","No","No","Negative","NegNo"
"Miscellaneous","Small City","Female","No",1,3,"Brown","No","Yes","Neutral","NeuYes"
"Mix","Small City","Male","No",4,7,"Black&Brown","No","No","Positive","PosNo"
"Mix","Small City","Female","No",4,12.18,"White","No","No","Negative","NegNo"
"Mix","Medium City","Male","No",1,1.7,"Black&Brown","No","No","Neutral","NeuNo"
"Mix","Big City","Male","No",1,3.4,"White&Brown","No","No","Neutral","NeuNo"
"Mix","Medium City","Male","No",1,5,"White","No","No","Positive","PosNo"
"Mix","Medium City","Female","No",1,1.7,"Black&Brown","Yes","No","Positive","PosNo"
"Mix","Medium City","Male","No",1,13.8,"Etc","No","No","Negative","NegNo"
"Mix","Metropolis","Male","No",8,15.3,"Brown","No","Yes","Negative","NegYes"
"Mix","Small City","Female","No",4,12,"Black","No","No","Positive","PosNo"
"Toy","Metropolis","Male","Yes",5,2.8,"White","Yes","No","Positive","PosNo"
"Mix","Big City","Male","No",3,8.84,"Black","No","No","Positive","PosNo"
"Mix","Medium City","Female","No",3,3,"Brown","Yes","No","Positive","PosNo"
"Toy","Big City","Male","No",4,3,"Black&Brown","Yes","No","Negative","NegNo"
"Miscellaneous","Medium City","Male","No",3,20,"Black&Brown","Yes","No","Neutral","NeuNo"
"Herding","Big City","Male","No",3,29,"Black&Brown","Yes","No","Positive","PosNo"
"Mix","Medium City","Male","No",2,14,"White","Yes","No","Negative","NegNo"
"Mix","Small City","Female","No",2,3,"White","No","No","Positive","PosNo"
"Mix","Big City","Male","No",3,4.2,"Black&Brown","Yes","No","Positive","PosNo"
"Mix","Medium City","Male","No",1,6,"Brown","Yes","No","Positive","PosNo"
"Mix","Medium City","Female","No",1,2.2,"Black&White&Brown","Yes","No","Positive","PosNo"
"Mix","Small City","Male","No",1,1.8,"Brown","No","No","Positive","PosNo"
"Mix","Medium City","Female","No",4,6.4,"White&Brown","No","No","Negative","NegNo"
"Mix","Small City","Female","No",1,2.5,"White","No","No","Positive","PosNo"
"Mix","Medium City","Female","No",2,12,"Black","No","No","Positive","PosNo"
"Mix","Small City","Male","No",1,10,"Black","No","No","Positive","PosNo"
"Miscellaneous","Big City","Female","No",1,2.3,"White&Brown","No","No","Positive","PosNo"
"Non-Sporting","Big City","Male","No",2,3,"Black","Yes","No","Positive","PosNo"
"Mix","Medium City","Male","No",1,17,"White&Black","Yes","Yes","Neutral","NeuYes"
"Mix","Big City","Female","No",2,5,"White&Brown","No","No","Positive","PosNo"
"Mix","Medium City","Male","No",1,0.4,"Etc","No","No","Negative","NegNo"
"Mix","Medium City","Male","No",1,10,"White","No","No","Negative","NegNo"
"Sporting","Medium City","Female","No",7,24,"Brown","Yes","Yes","Negative","NegYes"
"Mix","Medium City","Female","No",1,2.6,"White","No","No","Positive","PosNo"
"Mix","Medium City","Male","No",3,6,"Black","Yes","No","Neutral","NeuNo"
"Toy","Metropolis","Female","No",1,1,"Black&Brown","Yes","No","Positive","PosNo"
"Mix","Medium City","Male","No",4,5,"White","Yes","No","Positive","PosNo"
"Mix","Small City","Male","No",1,2,"Brown","Yes","No","Positive","PosNo"
"Herding","Medium City","Male","Yes",2,7.4,"White&Brown","Yes","Yes","Neutral","NeuYes"
"Mix","Medium City","Female","No",8,25,"Black","No","No","Neutral","NeuNo"
"Toy","Big City","Female","No",6,4,"Brown","Yes","No","Positive","PosNo"
"Mix","Small City","Male","No",1,2,"Brown","No","No","Positive","PosNo"
"Miscellaneous","Big City","Male","No",3,18,"White","No","No","Positive","PosNo"
"Mix","Medium City","Male","No",3,25,"Brown","No","Yes","Negative","NegYes"
"Toy","Medium City","Male","Yes",9,4,"White","No","No","Positive","PosNo"
"Mix","Small City","Female","No",3,6,"Black&White&Brown","No","No","Negative","NegNo"
"Sporting","Medium City","Male","No",1,7.1,"White","Yes","No","Positive","PosNo"
"Non-Sporting","Big City","Male","No",2,5,"Brown","No","No","Positive","PosNo"
"Mix","Medium City","Female","No",3,11.3,"Brown","No","No","Positive","PosNo"
"Non-Sporting","Medium City","Male","No",2,5,"White","Yes","No","Negative","NegNo"
"Miscellaneous","Small City","Male","No",3,17,"White","No","No","Positive","PosNo"
"Mix","Big City","Male","No",1,1.2,"White","No","No","Positive","PosNo"
"Mix","Big City","Male","No",1,1.2,"Black&Brown","Yes","No","Positive","PosNo"
"Mix","Medium City","Female","No",4,4,"White","Yes","Yes","Negative","NegYes"
"Mix","Medium City","Male","No",1,2,"White","No","No","Positive","PosNo"
"Mix","Medium City","Female","No",2,4.1,"Brown","No","Yes","Negative","NegYes"
"Mix","Medium City","Male","No",11,10,"Brown","No","No","Negative","NegNo"
"Toy","Metropolis","Male","Yes",3,3.2,"Brown","Yes","Yes","Neutral","NeuYes"
"Mix","Medium City","Male","No",1,1.9,"White&Brown","No","No","Neutral","NeuNo"
"Mix","Medium City","Female","No",2,5,"White","Yes","No","Negative","NegNo"
"Mix","Medium City","Female","No",1,0.5,"White&Brown","Yes","No","Positive","PosNo"
"Sporting","Big City","Male","No",2,20,"Black","No","No","Positive","PosNo"
"Mix","Medium City","Female","No",1,2,"White&Brown","No","Yes","Negative","NegYes"
"Mix","Small City","Male","No",3,4.5,"White&Brown","No","No","Negative","NegNo"
"Mix","Medium City","Female","No",1,2.5,"Brown","No","Yes","Neutral","NeuYes"
"Mix","Medium City","Male","No",1,2,"Black","Yes","Yes","Negative","NegYes"
"Miscellaneous","Medium City","Male","No",4,16,"White","Yes","No","Positive","PosNo"
"Toy","Medium City","Female","No",4,3.6,"White","No","Yes","Negative","NegYes"
"Mix","Medium City","Male","No",1,2.6,"White&Brown","Yes","No","Neutral","NeuNo"
"Mix","Medium City","Male","No",4,4.5,"Brown","Yes","No","Positive","PosNo"
"Mix","Small City","Female","No",3,10,"Brown","No","No","Positive","PosNo"
"Mix","Medium City","Female","No",2,5,"White&Black","Yes","No","Positive","PosNo"
"Toy","Metropolis","Male","Yes",5,6.2,"White&Brown","Yes","No","Positive","PosNo"
"Mix","Small City","Female","No",3,10,"White","No","No","Positive","PosNo"
"Mix","Small City","Female","No",2,7,"White","Yes","No","Positive","PosNo"
"Mix","Medium City","Male","No",1,5,"Black","No","No","Positive","PosNo"
"Mix","Small City","Female","No",1,0.5,"White","No","No","Negative","NegNo"
"Working","Small City","Female","No",4,25,"Black","Yes","No","Positive","PosNo"
"Mix","Big City","Female","No",1,13,"White","No","No","Neutral","NeuNo"
"Herding","Medium City","Male","No",3,24,"Black&Brown","No","No","Neutral","NeuNo"
"Mix","Small City","Female","No",4,5,"Brown","No","No","Positive","PosNo"
"Mix","Medium City","Male","No",3,16.6,"White&Brown","No","Yes","Negative","NegYes"
"Mix","Medium City","Male","No",3,7.6,"Brown","No","No","Positive","PosNo"
"Mix","Small City","Male","No",1,2.6,"White&Brown","No","No","Negative","NegNo"
"Mix","Small City","Female","No",2,15,"Brown","Yes","No","Positive","PosNo"
"Non-Sporting","Medium City","Male","No",7,3,"Brown","No","No","Neutral","NeuNo"
"Toy","Medium City","Male","No",1,3,"White","Yes","No","Positive","PosNo"
"Mix","Big City","Female","Yes",2,12,"Brown","Yes","No","Neutral","NeuNo"
"Mix","Small City","Male","No",2,16,"Black&Brown","No","No","Negative","NegNo"
"Mix","Small City","Male","No",2,16,"White","No","Yes","Neutral","NeuYes"
"Non-Sporting","Medium City","Female","No",3,3.7,"White","No","No","Positive","PosNo"
"Mix","Medium City","Female","No",1,2.25,"Black&White&Brown","Yes","No","Positive","PosNo"
"Mix","Small City","Male","No",2,19.28,"Brown","No","No","Positive","PosNo"
"Mix","Medium City","Female","No",3,17.2,"Black&Brown","No","No","Negative","NegNo"
"Mix","Medium City","Male","No",1,6.4,"White&Brown","No","No","Neutral","NeuNo"
"Mix","Medium City","Female","No",1,1.8,"White","Yes","No","Positive","PosNo"
"Hound","Medium City","Female","No",3,3.7,"Black&Brown","No","No","Negative","NegNo"
"Mix","Medium City","Female","No",3,5.6,"White&Black","Yes","No","Positive","PosNo"
"Toy","Medium City","Male","No",9,2.5,"White","No","Yes","Negative","NegYes"
"Mix","Medium City","Male","No",1,16,"Black&Brown","Yes","No","Negative","NegNo"
"Mix","Small City","Female","No",4,5,"Brown","No","No","Positive","PosNo"
"Mix","Big City","Female","No",1,4,"White&Brown","Yes","No","Negative","NegNo"
"Miscellaneous","Medium City","Male","No",1,7.7,"White","Yes","Yes","Negative","NegYes"
"Toy","Medium City","Male","No",3,5.3,"White&Brown","Yes","No","Positive","PosNo"
"Toy","Medium City","Male","No",9,4,"White","No","Yes","Negative","NegYes"
"Mix","Medium City","Female","No",3,6.1,"White&Brown","Yes","No","Neutral","NeuNo"
"Mix","Medium City","Female","Yes",3,3.5,"Black&White&Brown","Yes","Yes","Neutral","NeuYes"
"Toy","Big City","Female","No",4,3,"White","Yes","No","Positive","PosNo"
"Mix","Medium City","Male","No",4,7,"White&Brown","No","No","Negative","NegNo"
"Mix","Medium City","Male","No",2,10,"Black","Yes","No","Positive","PosNo"
"Mix","Medium City","Male","No",2,4.6,"White","Yes","No","Negative","NegNo"
"Toy","Medium City","Male","Yes",6,5.2,"White","No","Yes","Negative","NegYes"
"Miscellaneous","Medium City","Male","No",4,17,"White","No","No","Negative","NegNo"
"Mix","Small City","Male","No",1,1,"Black&White&Brown","No","No","Positive","PosNo"
"Mix","Medium City","Male","No",1,0.3,"White","No","No","Positive","PosNo"
"Mix","Medium City","Male","No",7,28,"White&Brown","No","Yes","Negative","NegYes"
"Mix","Big City","Male","No",2,3,"Brown","Yes","No","Positive","PosNo"
"Mix","Small City","Male","No",3,10,"White","No","No","Positive","PosNo"
"Mix","Medium City","Male","No",1,8,"Brown","No","Yes","Negative","NegYes"
"Mix","Small City","Female","No",2,8,"Brown","Yes","No","Positive","PosNo"
"Toy","Big City","Male","Yes",1,3,"Brown","Yes","No","Positive","PosNo"
"Toy","Big City","Female","No",4,4,"White","Yes","No","Positive","PosNo"
"Mix","Medium City","Male","No",1,1,"Black&White&Brown","Yes","Yes","Negative","NegYes"
"Toy","Medium City","Male","No",1,0.78,"White","Yes","Yes","Negative","NegYes"
"Mix","Small City","Male","No",6,7,"White","No","No","Negative","NegNo"
"Mix","Metropolis","Male","No",1,1.2,"White","Yes","No","Positive","PosNo"
"Toy","Metropolis","Female","No",7,2.6,"White","Yes","No","Positive","PosNo"
"Non-Sporting","Medium City","Female","No",3,3.1,"White","Yes","No","Neutral","NeuNo"
