"character","breed","city_size","gender","surgery","age","weight","color","y","positive","negative","disease","behavior"
"피부병,,","Non-Sporting","중소도시","암컷","아니오",9,4.5,"흰",0,0,-1,1,-1
"피부병,,","Non-Sporting","중소도시","암컷","아니오",10,5.4,"흰",0,0,-1,1,-1
"교통사고, 기립불능,,","Mix","중소도시","수컷","아니오",5,3.1,"검",0,0,-1,1,-1
"피부병,,","Toy","중소도시","암컷","아니오",11,4.3,"흰",0,0,-1,1,-1
"피부병,,","Toy","중소도시","암컷","아니오",10,3.2,"흰",0,0,-1,1,-1
"온순함,,","Non-Sporting","중소도시","암컷","아니오",3,6.5,"흰",0,1,0,0,1
"피부병,,","Mix","중소도시","암컷","아니오",11,4.1,"기타",0,0,-1,1,-1
"피부병,,","Toy","중소도시","암컷","아니오",8,2.3,"흰",0,0,-1,1,-1
"가슴에 세모난흰털, 온순함,,","Mix","거대도시","수컷","아니오",2,6,"갈검",0,1,0,0,1
"착함,,","Non-Sporting","중소도시","수컷","예",5,4,"갈",1,1,0,0,1
"착함 옷입고있음,,","Miscellaneous","중소도시","수컷","아니오",4,7,"흰",1,1,0,0,1
"19-0147 백룡, 다리부상,,","Working","중소도시","수컷","아니오",4,17.5,"흰",1,0,-1,1,-1
"19-0146 진선, 순함,,","Mix","중소도시","수컷","아니오",6,25,"흰",0,1,0,0,1
"눈꼽심함 미용한지오래되보임 산만한편,,","Toy","소도시","수컷","예",4,2.8,"흰",1,0,-1,0,-1
"2개월 추정, 엄청 순함,,","Mix","중소도시","암컷","아니오",1,2.5,"갈",1,1,0,0,1
"매우마른상태,,","Toy","중소도시","암컷","아니오",7,3,"갈검",1,0,-1,0,-1
"탈진,,","Mix","중소도시","암컷","아니오",1,0.4,"흰",0,0,-1,1,-1
"온순함, 사람을 잘 따름,,","Mix","소도시","암컷","아니오",2,4,"흰",0,1,0,0,1
"온순함, 사람을 잘 따름,,","Mix","소도시","암컷","아니오",6,25,"흰",0,1,0,0,1
"생후60일정도 아주잘생겼음,,","Miscellaneous","중소도시","암컷","아니오",1,2,"흰",1,1,0,0,1
"생후60일정도 아주순하며잘생김,,","Miscellaneous","중소도시","수컷","아니오",1,3,"흰",1,1,0,0,1
"잘생긴하운드이며 아주큰편이며순함,,","Hound","중소도시","암컷","아니오",2,30,"흰검",1,1,0,0,1
"생후5개월정도 빨강목태가되여있고 잘생기고아주순함,,","Miscellaneous","중소도시","수컷","아니오",2,10,"기타",1,1,0,0,1
"주황+흰색섞인목걸이/리드줄.사람따름.얌전함.단미안됨.털상태양호.백내장.눈꺼풀종기.부정교합.,,","Toy","중소도시","수컷","예",7,5.8,"갈검",0,1,-1,1,0
"순하고 사람 잘 따름,,","Mix","중소도시","수컷","아니오",2,15,"흰",1,1,0,0,1
"양귀쫑긋. 코갈색. 기침. 사람좋아함. 활발함. 꼬리단미 안됨. 털상태 양호.,,","Mix","중소도시","수컷","아니오",3,19,"흰",1,1,-1,1,0
"(번호 0569) 심장사상충,,","Working","중소도시","수컷","아니오",4,16,"흰검",0,0,-1,1,-1
"(번호 0568) 생후10개월, 경계심 강함,,","Mix","중소도시","수컷","아니오",1,10.4,"갈",0,0,-1,0,-1
"(번호 0567) 심장사상충,,","Miscellaneous","중소도시","수컷","아니오",6,42,"검",0,0,-1,1,-1
"(번호 0550) 초록목줄 착용, 경계심 강함,,","Mix","중소도시","암컷","아니오",2,17,"흰",0,0,-1,0,-1
"대체로 건강하며, 사회성이 좋다,,","Toy","소도시","암컷","아니오",3,5,"흰갈",1,1,0,0,1
"건강하며, 매우 활동적이다.  ,,","Mix","소도시","수컷","아니오",3,13,"검",1,1,0,0,1
"얌전하고 낯을 가리지 않음.,,","Mix","대도시","수컷","아니오",4,5,"갈",0,0,-1,0,-1
"양귀쫑긋. 코검정. 경계심함. 겁많음/칩유무확인불가. 꼬리단미 안됨. 털상태 양호.,,","Mix","중소도시","수컷","아니오",2,13,"흰",0,1,-1,0,0
"노란옷.코검정.미용한지 얼마안된듯.왼위송곳니유치남음.얌전함.단미안됨.털상태양호.,,","Non-Sporting","중소도시","수컷","아니오",2,5.2,"검",1,1,0,0,1
"양귀처짐.눈곱조금.도깨비바늘조금붙음.네다리짧음.소심.얌전함.사람따름.단미안됨.털상태양호.,,","Mix","중소도시","수컷","아니오",1,4.6,"흰갈",1,1,-1,0,0
"목줄없고 앞다리를다침.온순함,,","Non-Sporting","대도시","암컷","아니오",5,3.4,"갈",0,1,-1,1,0
"빨간체크무늬 목걸이. 눈물자국. 코검정. 사람따름. 얌전함. 꼬리단미안됨. 털 때탐. 양슬개골.,공고후안락사,","Non-Sporting","중소도시","수컷","아니오",6,3.8,"흰",0,1,-1,1,0
"코밤색.순함.귀여움.주둥이.발등 부분미용.,,","Non-Sporting","대도시","수컷","예",4,4,"갈",1,1,0,0,1
"2달정도추정되며,양호한것으로 사료됨,,","Mix","중소도시","암컷","아니오",2,5.5,"갈",1,1,0,0,1
"2달정도추정되며,양호한것으로 사료됨,,","Mix","중소도시","암컷","아니오",2,5,"검",0,1,0,0,1
"2달정도추정되며,양호한편임,,","Mix","중소도시","암컷","아니오",2,5.8,"갈",1,1,0,0,1
"양호한것으로사료되며,많이 짖어대고 가만있지를않음,,","Mix","중소도시","수컷","아니오",3,5,"흰",1,0,-1,0,-1
"2달추정되며,장염증상과감기로 의식도 없을정도로 이미탈진함,,","Mix","중소도시","수컷","아니오",2,2.7,"흰",0,0,-1,1,-1
"갈색흰색, 사나움,,","Mix","중소도시","암컷","아니오",4,5,"흰갈",0,0,-1,0,-1
"5개월령, 피부병 심함,,","Mix","중소도시","수컷","아니오",1,4.3,"흰",0,0,-1,1,-1
"양귀털더길음.눈물자국.전신오물오염.양뒷다리뻗어있음/보행이상/주저앉음.활발함.짖음/낑낑거림.단미안됨.,,","Toy","대도시","수컷","아니오",1,2.1,"흰갈",1,1,-1,0,0
"빨간바탕+파란줄 목걸이.양귀처짐.코검정.전신오물찌들음/뭉침.얌전함.사람좋아함.단미안됨.털상태불량.,,","Mix","중소도시","수컷","아니오",1,10.8,"갈검",0,0,-1,1,-1
"검은가슴줄/빨간자동리드줄.눈물자국.콧등까짐.입만지는거싫어함.짖음.꼬리한번꺾임.결막염.피부질환.,,","Non-Sporting","대도시","수컷","아니오",5,14,"흰검",0,0,-1,1,-1
"양림리일원을 무리지어 배회,온순함,,","Mix","소도시","수컷","아니오",2,10,"검",0,1,0,0,1
"동네 인근을 배회,온순함,,","Mix","소도시","수컷","아니오",2,7,"흰검",0,1,0,0,1
"동배새끼와 함께 구조, 성격이 유순함,,","Mix","소도시","암컷","아니오",1,4,"흰갈",0,1,0,0,1
"동배새끼와 함께 구조, 성격이 유순함,,","Mix","소도시","수컷","아니오",2,4,"흰",1,1,0,0,1
"양호,,","Mix","소도시","암컷","아니오",2,3,"흰",0,1,0,0,1
"양호,,","Miscellaneous","소도시","수컷","아니오",2,3,"흰",0,1,0,0,1
"양호,,","Mix","소도시","수컷","아니오",2,3,"갈",0,1,0,0,1
"양호,,","Mix","소도시","암컷","아니오",2,3,"흰",0,1,0,0,1
"좌측 후지 파행,,","Mix","소도시","수컷","아니오",3,25,"기타",0,0,-1,1,-1
"출산임박 ,아주 마른편 , 온순함,,","Sporting","소도시","암컷","아니오",3,15.5,"흰검",0,1,-1,0,0
"애교많음,,","Mix","소도시","수컷","아니오",1,2.4,"흰검",0,1,0,0,1
"어미와 자견4두중 1두, 설사,,","Mix","소도시","수컷","아니오",1,2.1,"흰",0,0,-1,1,-1
"어미와 자견4두중 1두, 설사 , 상태 매우안좋음,,","Mix","소도시","암컷","아니오",1,2,"흰",0,0,-1,1,-1
"어미와 자견4두중 1두, 설사,,","Mix","소도시","수컷","아니오",1,2.1,"흰",1,0,-1,1,-1
"어미와 자견4두중 1두, 설사,,","Mix","소도시","암컷","아니오",1,2.2,"흰",1,0,-1,1,-1
"체리아이,순하고 활발함,목에 끈착용,,","Mix","중소도시","수컷","예",2,6,"흰갈",0,1,0,0,1
"상태양호,,","Mix","소도시","수컷","아니오",2,1.5,"갈",1,1,0,0,1
"내상이 심하여 중상의 교통사고,,","Mix","중소도시","암컷","아니오",2,4,"흰",0,0,-1,0,-1
"기운이 없고 허약,,","Mix","소도시","암컷","아니오",1,7,"흰갈",0,0,-1,1,-1
"동 장소에 비글 2마리 함께 발견, 건강상태 양호,,","Hound","소도시","수컷","아니오",6,5,"갈검",0,1,0,0,1
"동 장소에 비글 2마리 함께 발견, 건강상태 양호,,","Hound","소도시","수컷","아니오",4,3,"흰검",0,1,0,0,1
"건강상태 양호,,","Mix","소도시","수컷","아니오",6,5,"갈",0,1,0,0,1
"건강상태 양호,,","Mix","소도시","수컷","아니오",2,2,"흰갈",0,1,0,0,1
"겁이 많음,,","Mix","소도시","수컷","아니오",1,2,"갈",0,0,-1,0,-1
"어미와함께 구조됨, 피부질환있음, 치료를요함,,","Mix","소도시","수컷","아니오",2,2,"흰",0,0,-1,1,-1
"어미와 함께 구조됨. 피부질환있음, 치료를 요함,,","Mix","소도시","수컷","아니오",2,2,"기타",0,0,-1,1,-1
"새끼두마리와 함께 발견됨. 순한데 강한척함,,","Mix","소도시","암컷","아니오",3,6,"기타",0,1,0,0,1
"사람을따름.,,","Mix","소도시","수컷","아니오",1,3,"흰",1,1,0,0,1
"사람을따름.,,","Mix","소도시","암컷","아니오",1,2.5,"흰",1,1,0,0,1
"겁이많고 귀여움,,","Mix","소도시","암컷","아니오",1,1.1,"갈",0,1,-1,0,0
"사람을 잘 따름,,","Mix","소도시","암컷","아니오",2,1.1,"흰",0,1,0,0,1
"사람을 잘 따르고 귀여움,,","Mix","소도시","암컷","아니오",2,1.2,"흰",0,1,0,0,1
"똘망똘망함 ,,","Mix","소도시","암컷","아니오",2,1.2,"흰",0,1,0,0,1
"온순,,","Mix","소도시","암컷","아니오",3,8,"검",0,1,0,0,1
"온순,,","Mix","소도시","암컷","아니오",3,4,"흰",0,1,0,0,1
"사람을 잘따름,,","Mix","소도시","수컷","아니오",2,5,"갈검",1,1,0,0,1
"사람을 잘따름,,","Mix","소도시","수컷","아니오",2,5,"흰검",1,1,0,0,1
"교통사고,,","Mix","소도시","수컷","아니오",3,6,"갈",0,0,-1,0,-1
"경계 있음,,","Mix","중소도시","암컷","아니오",4,6,"흰",0,0,-1,0,-1
"귀염색,,","Toy","대도시","암컷","아니오",7,2.6,"흰",1,1,0,0,1
"사람을 경계함/자견3마리와 함께 구조됨,,","Mix","중소도시","암컷","아니오",4,13,"갈검",0,0,-1,0,-1
"사람을 잘 따름/ 검정색 목줄착용,,","Sporting","중소도시","수컷","아니오",3,35,"갈",1,1,0,0,1
"야윔/털이 엉켜있음/유치잔존,,","Non-Sporting","중소도시","수컷","아니오",2,3.3,"갈",1,0,-1,1,-1
"온순함, 특이질환 없음,,","Mix","중소도시","암컷","아니오",3,4,"흰갈",0,1,-1,1,0
"4개월령, 온순함. 특이질환 없음,,","Mix","중소도시","암컷","아니오",1,3,"흰검",0,1,-1,1,0
"4개월령, 온순함, 특이질환 없음,,","Mix","중소도시","수컷","아니오",1,3,"흰갈",0,1,-1,1,0
"4개월령, 온순함, 특이질환 없음,,","Mix","중소도시","수컷","아니오",1,3,"흰",0,1,-1,1,0
"4개월령, 온순함. 특이질환 없음,,","Mix","중소도시","암컷","아니오",1,3,"흰",0,1,-1,1,0
"소심하고 겁이 많은 아이,,","Hound","대도시","수컷","아니오",4,8,"갈",1,0,-1,0,-1
"비만으로 보일 정도로 귀엽게 살쪘음. 근처만가도 꼬리 엄청 잘 흔듬,,","Sporting","대도시","암컷","아니오",9,30,"흰",1,0,-1,1,-1
"흰색/중성화/이동가방안에 있었음,,","Mix","소도시","수컷","예",3,1.8,"흰",1,1,0,0,1
"건강상태 양호,,","Mix","소도시","수컷","아니오",3,20,"흰갈",1,1,0,0,1
"침흘림,,","Mix","중소도시","암컷","아니오",1,5.5,"흰갈",1,0,-1,0,-1
"항문에 탈장,,","Mix","중소도시","암컷","아니오",1,6,"갈",0,0,-1,1,-1
"온순,,","Mix","중소도시","암컷","아니오",1,2.7,"기타",0,1,0,0,1
"온순,,","Mix","중소도시","암컷","아니오",1,2.7,"갈",0,1,0,0,1
"온순,,","Mix","중소도시","암컷","아니오",1,3,"갈",0,1,0,0,1
"1-67, 칩없음, 털엉킴,,","Toy","중소도시","암컷","아니오",2,2.1,"흰",1,0,-1,0,-1
"1-66, 칩없음, 털엉킴,,","Toy","중소도시","암컷","아니오",2,2.3,"흰",1,0,-1,0,-1
"붉은 무늬 목줄, 교통사고 내출혈 의심 ,,","Mix","대도시","암컷","아니오",4,4.72,"흰갈",0,0,-1,1,-1
"순함,,","Mix","대도시","암컷","아니오",2,7.88,"갈",0,1,0,0,1
"목 아래부분 큰 상처,,","Miscellaneous","중소도시","수컷","아니오",3,20.5,"흰",1,0,-1,1,-1
"온순함,,","Mix","중소도시","암컷","아니오",2,4.5,"흰검",1,1,0,0,1
"온순함,,","Miscellaneous","중소도시","암컷","아니오",2,4.5,"검",1,1,0,0,1
"온순함,,","Mix","중소도시","수컷","아니오",2,4.5,"흰검",1,1,0,0,1
"온순함,,","Mix","중소도시","암컷","아니오",2,4.5,"검",1,1,0,0,1
"온순함,,","Mix","중소도시","수컷","아니오",2,4.5,"갈",1,1,0,0,1
"눈물자국있음,,","Miscellaneous","중소도시","암컷","아니오",2,5,"흰",1,0,-1,0,-1
"교통사고  두부손상 후지골반골절   장손상?,,","Mix","중소도시","암컷","아니오",3,7,"흰",0,0,-1,1,-1
"설사와혈변,,","Mix","중소도시","암컷","아니오",1,8,"갈",0,0,-1,1,-1
"진녹색 옷착용.나이가많고 온순함,,","Toy","대도시","암컷","아니오",11,3.1,"흰",1,1,0,0,1
"시바믹스견 초록색 목줄착용.온순함,,","Mix","대도시","암컷","아니오",5,8.2,"갈검",1,1,0,0,1
"성격소심함.녹색복걸이착용.,,","Mix","소도시","수컷","아니오",2,5,"흰",0,0,-1,0,-1
"순함,,","Mix","대도시","수컷","아니오",5,8,"흰갈",0,1,0,0,1
"피부병,,","Mix","중소도시","암컷","아니오",3,5.2,"기타",1,0,-1,1,-1
"피부병,,","Mix","중소도시","암컷","아니오",5,8.5,"기타",1,0,-1,1,-1
"피부병,,","Toy","중소도시","암컷","아니오",11,2.5,"흰",1,0,-1,1,-1
"피부병,,","Mix","중소도시","수컷","아니오",2,2.2,"갈",0,0,-1,1,-1
"탈수,,","Mix","중소도시","암컷","아니오",5,4.5,"흰",0,0,-1,1,-1
"온순함,,","Toy","중소도시","암컷","아니오",6,3,"갈",0,1,0,0,1
"피부병,,","Mix","중소도시","암컷","아니오",6,4.7,"흰",1,0,-1,1,-1
"피부병,,","Non-Sporting","중소도시","암컷","아니오",7,3.5,"검",0,0,-1,1,-1
"온순함,,","Mix","중소도시","암컷","아니오",2,2.9,"갈",1,1,0,0,1
"피부병,,","Non-Sporting","중소도시","암컷","아니오",6,4.6,"갈",0,0,-1,1,-1
"피부병심함,,","Miscellaneous","중소도시","수컷","아니오",5,5,"흰",0,0,-1,1,-1
"교통사고, 기립불능,,","Mix","중소도시","수컷","아니오",4,3.5,"갈",0,0,-1,1,-1
"3개월추정,파보장염치료중,","Mix","대도시","수컷","아니오",1,5,"갈",1,0,-1,1,-1
"3개월추정,파보장염,","Mix","대도시","수컷","아니오",1,5,"갈",0,0,-1,1,-1
"머리쪽에 상처,,","Sporting","중소도시","수컷","아니오",1,7.21,"갈",0,0,-1,1,-1
"건강해보임,,","Toy","중소도시","수컷","예",4,3,"흰",1,1,0,0,1
"들개.매우사나워서 마취.사람물었음.교통사고,,","Mix","대도시","수컷","아니오",2,17.5,"흰",0,0,-1,0,-1
"양호(온순),1-17,,","Miscellaneous","중소도시","암컷","아니오",1,4,"흰",1,1,0,0,1
"털이길고지저분함,사람잘따름,칩없음,,","Toy","대도시","수컷","예",3,4.2,"갈",1,1,-1,0,0
"경계심함,,","Mix","소도시","수컷","아니오",6,7.3,"흰",0,0,-1,0,-1
"동배추정2마리 같이 있음.털이 지저분함.친화적임,,","Mix","중소도시","암컷","아니오",2,1.5,"갈",0,1,-1,0,0
"동배2마리 같이있음.털이 지저분함.친화적임,,","Mix","중소도시","수컷","아니오",2,8,"흰",0,1,-1,0,0
"목줄만 착용,새끼3마리,피부병 심함,,","Miscellaneous","중소도시","암컷","아니오",6,22,"흰",0,0,-1,1,-1
"동그라미무늬털옷.눈물자국.모든송곳니유치남음.전신오물오염.잠복고환.짖음/낑낑거림.단미안됨.,,","Toy","중소도시","수컷","아니오",2,2.8,"흰",0,0,-1,0,-1
"치석심한듯.입만지는거싫어함.마름.소심/움찔거림.얌전함.사람따름.단미안됨.털상태양호.,,","Hound","중소도시","수컷","아니오",4,6.1,"갈검",0,1,-1,0,0
"[코니]칩x 옆에 있는지 없는지 모를정도로 너무 순하고 착함. ,,","Mix","거대도시","암컷","아니오",3,3.5,"흰갈",0,1,0,0,1
"생후8개월정도 아주작고이쁘게생김,,","Non-Sporting","중소도시","암컷","아니오",2,4,"검",1,1,0,0,1
"저는 깨발랄 귀요미지만 사람과 떨어지면 좀 불안하고 울고싶어져요. ,,","Non-Sporting","대도시","암컷","아니오",2,3,"갈",1,1,-1,1,0
"초록바탕+파란줄 목줄.눈물자국.코검정.콧등까짐.잘탈출함.잘짖음.사람따름.활발함.단미안됨.털때탐.,,","Mix","중소도시","수컷","아니오",3,25,"흰갈",1,1,-1,0,0
"파란바탕+노란줄 목줄.귀끝/콧등 얼룩무늬.꼬리짧음.사람따름.얌전함.마름.사람물었다고함.털상태양호.,,","Mix","중소도시","수컷","아니오",3,16,"갈",0,1,-1,0,0
"양귀쫑긋.코검정.전신오물오염.사람경계/예민함/칩유무확인불가.포획틀이용.단미안됨.털때탐.,,","Mix","중소도시","수컷","아니오",3,18,"흰검",0,0,-1,0,-1
"덫에 걸려 발을 다침,,","Mix","중소도시","수컷","아니오",3,5,"갈",0,0,-1,1,-1
"사나움.포획틀로 포획,,","Mix","중소도시","암컷","아니오",3,18,"흰검",0,0,-1,0,-1
"교통사고,,","Mix","중소도시","수컷","아니오",5,27,"갈",0,0,-1,0,-1
"사람을 좋아함,,","Hound","중소도시","수컷","예",2,4.2,"검",1,1,0,0,1
"교통사고 후구마비,,","Mix","대도시","수컷","아니오",2,6.2,"흰갈",0,0,-1,1,-1
"온순함,,","Mix","대도시","수컷","아니오",2,11.8,"갈검",1,1,0,0,1
"동네배회,겁많고순함,키트정상,,","Mix","중소도시","수컷","예",3,3.5,"검",0,1,-1,0,0
"밀리터리 옷입음, 전신교상,예후불량,중성화됨,,","Toy","대도시","수컷","예",4,4,"흰",1,0,-1,1,-1
"19-0132꾸루, 순함,,","Mix","중소도시","암컷","아니오",1,2.3,"흰갈",1,1,0,0,1
"19-0131폼스, 순함,,","Mix","중소도시","암컷","아니오",1,3,"흰검",1,1,0,0,1
"교통사고로 우측 앞다리 골절,생후2달정도,,","Mix","소도시","암컷","아니오",2,4,"흰갈검",0,0,-1,1,-1
"온순하고 마른상태,건강하지 못함,,","Toy","소도시","수컷","아니오",6,3,"갈검",0,1,-1,0,0
"온순하고 관리상태가 양호하다.,,","Mix","소도시","암컷","아니오",3,8,"흰갈",1,1,0,0,1
"성격이 사납고 사람을 문다 함,,","Non-Sporting","중소도시","암컷","아니오",6,14,"갈",0,0,-1,0,-1
"노루 올무에 걸려 왼쪽 발목 골절.,,","Miscellaneous","중소도시","수컷","아니오",5,15,"갈",0,0,-1,1,-1
"사람 잘 따름/ 발견당시 목태,목줄 착용,,","Miscellaneous","대도시","암컷","아니오",2,15,"흰",1,1,0,0,1
"작고귀여움,청색옷,4개월추정,,","Toy","중소도시","수컷","예",1,1.5,"갈",1,1,0,0,1
"생후50일정도 아주이쁘게생겼음,,","Mix","중소도시","수컷","아니오",1,1.5,"갈",0,1,0,0,1
"생후50일정도 아주이쁘게생겼음,,","Mix","중소도시","수컷","아니오",1,1.5,"갈",1,1,0,0,1
"생후50일정도 아주이쁘게생겼음,,","Mix","중소도시","암컷","아니오",1,1.5,"흰",1,1,0,0,1
"귀끝상처/딱지.눈곱/오른눈충혈.얼굴곳곳혈흔오염/상처/딱지.콧등까짐.사람경계.예민함.단미안됨.털때탐.,,","Mix","중소도시","수컷","아니오",3,17,"흰",1,0,-1,1,-1
"4개월 추정 , 분리불안 / 소심함 ( 짖음 ) , 외이염 , 발톱파절 , 털빠짐,,","Mix","거대도시","수컷","아니오",1,8,"흰갈",0,0,-1,1,-1
"많이 짖음,,","Non-Sporting","중소도시","암컷","아니오",8,4,"갈",1,0,-1,0,-1
"뒷다리 절음,,","Mix","중소도시","암컷","아니오",3,7,"흰검",0,0,-1,1,-1
"교통사고로 다리부상, 동물등록칩 있으나 번호오류(410097800113879, 조회안됨),,","Mix","중소도시","수컷","예",5,5,"흰갈검",0,0,-1,1,-1
"낡은 분홍티. 양귀 반접힘. 눈물자국. 코검정. 겁많음. 소심. 으르렁거림. 꼬리단미 안됨. 털 때탐.,,","Mix","중소도시","수컷","아니오",3,5.9,"갈",0,0,-1,0,-1
"우측후지 경골, 비골 골절,,","Mix","중소도시","수컷","아니오",1,3.58,"흰",0,0,-1,1,-1
"들개를 포획함.경계함,,","Mix","대도시","암컷","아니오",2,20,"흰",0,0,-1,0,-1
"축주님 고령으로 요양병원 입원, 관리불가로 공고기간중 입양가능,생후 6개월령,,","Mix","중소도시","수컷","아니오",2,14,"흰갈",0,0,-1,0,-1
"축주님 고령으로 요양병원 입원, 관리불가로 공고기간중 입양가능,생후 6개월령,,","Mix","중소도시","암컷","아니오",2,14,"흰갈",0,0,-1,0,-1
"축주님 고령으로 요양병원 입원, 관리불가로 공고기간중 입양가능,생후 6개월령,,","Mix","중소도시","수컷","아니오",2,15,"흰갈",0,0,-1,0,-1
"축주님 고령으로 요양병원 입원, 관리불가로 공고기간중 입양가능,,","Mix","중소도시","암컷","아니오",4,18,"갈검",0,0,-1,0,-1
"겁이 굉장히 많음,생후 4개월령의 자견,,","Mix","중소도시","암컷","아니오",2,3.8,"흰",1,0,-1,0,-1
"4개월령의 강아지로 좌측 앞다리  말단에 상처 있음.,,","Miscellaneous","소도시","수컷","아니오",2,7,"흰",0,0,-1,1,-1
"1-65, 칩없음, 교통사고, 흉추손상, 하반신 감각 없음,,","Mix","중소도시","수컷","아니오",4,20,"갈",0,0,-1,1,-1
"뒷다리다침,교통사고추정,사나움,초록목줄,,","Mix","대도시","수컷","아니오",11,8,"흰갈",0,0,-1,1,-1
"중성화안됨 , 활발함,,","Non-Sporting","거대도시","수컷","아니오",3,8,"흰",1,1,0,0,1
"미용, 눈충혈,직립 불가, 비닐봉지에 싸서 버렸음,,","Toy","중소도시","수컷","예",6,4,"흰",1,0,-1,1,-1
"건강양호,영리함,,","Mix","중소도시","수컷","아니오",3,5.5,"흰갈검",0,1,0,0,1
"영도구 - 14, 병원으로 이송중 폐사,,","Mix","중소도시","암컷","아니오",7,7.5,"갈",0,0,-1,0,-1
"영도구 - 13, 병원방문파보진단,,","Mix","중소도시","암컷","아니오",2,3.7,"갈검",0,0,-1,1,-1
"(번호 0521) 생후11개월, 경계심 강함,,","Mix","중소도시","수컷","아니오",1,16,"흰",1,0,-1,0,-1
"(번호 0502) 파랑목줄 착용, 심장사상충,,","Mix","중소도시","수컷","아니오",2,12,"흰",0,0,-1,1,-1
"I-1-1-39  흰색. 떠돌이견 자견. 까칠함  19/5/15사진업데이트,,","Mix","거대도시","수컷","아니오",2,12,"흰",1,0,-1,0,-1
"칩x 중성화x 8개월 추정, 목욕상태. 육안상 아픈곳 없어보임. 너무귀여워서 집에데려가고싶음,,","Toy","거대도시","수컷","아니오",1,3.2,"갈",1,1,-1,0,0
"소심함/새끼랑 같이 들어옴/피부병있음,,","Mix","대도시","암컷","아니오",2,5,"흰갈",1,0,-1,1,-1
"온순함,,","Non-Sporting","중소도시","수컷","예",1,1.9,"갈",1,1,0,0,1
"기관지염이있어보임 하늘색하네스가채워저 있음,,","Toy","중소도시","수컷","아니오",7,4,"갈",0,0,-1,1,-1
"생후45일정도 아주작고이쁘게생겼음,,","Mix","중소도시","수컷","아니오",1,1,"갈",0,1,0,0,1
"생후45일정도 애기들이작고이쁘게생김,,","Mix","중소도시","수컷","아니오",1,1,"갈",0,1,0,0,1
"온순함,,","Miscellaneous","소도시","수컷","아니오",3,15,"갈검",1,1,0,0,1
"폼피츠/경계함,,","Toy","대도시","수컷","예",7,4,"흰",1,0,-1,0,-1
"온순함/코살색,,","Mix","중소도시","수컷","아니오",3,22,"갈",1,1,0,0,1
"가운데빨간줄이있는목줄하고있고,많이마른편임.잘먹지를못함,,","Mix","중소도시","수컷","아니오",2,18,"갈검",0,0,-1,0,-1
"동구1-7, 허약,,","Mix","소도시","수컷","아니오",1,1.2,"갈",1,0,-1,1,-1
"코검정색.눈물자국.전신오물오염.생식기부분검은점.,,","Toy","중소도시","수컷","아니오",4,7,"흰",1,0,-1,0,-1
"피부심함,생후1개월령,,","Mix","소도시","수컷","아니오",1,0.95,"갈",0,0,-1,1,-1
"피부심함,생후1개월령,,","Mix","소도시","수컷","아니오",1,0.94,"흰갈검",0,0,-1,1,-1
"피부심함,생후1개월령,,","Mix","소도시","수컷","아니오",1,0.91,"흰",0,0,-1,1,-1
"피부심함,생후1개월령,,","Mix","소도시","암컷","아니오",1,0.95,"검",0,0,-1,1,-1
"피부심함,생후1개월령,,","Mix","소도시","암컷","아니오",1,0.94,"검",0,0,-1,1,-1
"출산,피부병 심하고 겁이 많음,,","Mix","소도시","암컷","아니오",6,4.6,"흰",0,0,-1,1,-1
"탈장있음,,","Mix","중소도시","수컷","아니오",1,1.5,"흰",1,0,-1,1,-1
"스피츠믹스 온순함,,","Mix","중소도시","수컷","아니오",1,5,"흰",0,1,0,0,1
"온순함 ,,","Mix","중소도시","수컷","아니오",2,7,"갈",0,1,0,0,1
"코검정색.오른쪽뒷발며느리발톱.겁있음.,,","Mix","중소도시","수컷","아니오",1,0.9,"흰갈",1,0,-1,0,-1
"양귀처짐.코분홍+검정색.겁있음.,,","Mix","중소도시","수컷","아니오",1,1.1,"흰갈",1,0,-1,0,-1
"양귀처짐.코검정색.겁있음.소심함.,,","Mix","소도시","수컷","아니오",1,3.8,"갈",0,0,-1,0,-1
"양귀처짐.코검정색.겁있음.소심함.,,","Mix","소도시","수컷","아니오",1,3.5,"흰갈검",0,0,-1,0,-1
"양귀처짐.코검정색.겁많음.소심함.,,","Mix","소도시","수컷","아니오",1,3.1,"갈",0,0,-1,0,-1
"양귀반접힘.코검정+갈색.전신오물오염.털뭉침.,,","Mix","소도시","수컷","아니오",1,3.2,"흰갈",0,0,-1,0,-1
"양귀처짐.코분홍+검정색.목걸이했던자국.왼쪽눈아이라인없음.털푸석거림.,,","Mix","소도시","수컷","아니오",1,5.4,"흰",0,0,-1,0,-1
"양귀쫑긋.코분홍색.겁있음.경계함.,,","Mix","중소도시","수컷","아니오",3,17,"흰",0,0,-1,0,-1
"눈곱.왼쪽귀처짐.오른쪽귀쫑긋.코검정색.,,","Mix","소도시","수컷","아니오",3,6.3,"흰",0,0,-1,0,-1
"코검정색.미용한지얼마안되어보임.눈물자국.분홍색볼터치함.,,","Toy","대도시","수컷","아니오",1,2.1,"흰",1,0,-1,0,-1
"사나움,,","Mix","소도시","암컷","아니오",4,10,"갈",0,0,-1,0,-1
"양호,,","Mix","소도시","암컷","아니오",3,10,"흰",0,1,0,0,1
"양호,,","Mix","소도시","수컷","아니오",1,4,"갈",0,1,0,0,1
"양호,,","Mix","소도시","암컷","아니오",2,4,"흰",1,1,0,0,1
"안면부 피부병,,","Mix","소도시","수컷","아니오",3,30,"흰",0,0,-1,1,-1
